id,label,target,labels,profile
sequence_40816,2,531,1-0-0,2-1-0-0
sequence_40823,0,546,1-0-0,0-1-0-0
sequence_40847,2,486,0-0-1,2-0-0-1
sequence_40831,1,525,1-0-0,1-1-0-0
sequence_40855,0,522,1-0-0,0-1-0-0
sequence_40803,2,549,1-0-0,2-1-0-0
sequence_40834,0,546,1-0-0,0-1-0-0
sequence_40821,1,549,1-0-0,1-1-0-0
sequence_40822,0,549,1-0-0,0-1-0-0
sequence_40836,0,543,1-0-0,0-1-0-0
sequence_40840,2,528,1-0-0,2-1-0-0
sequence_40867,1,622,1-0-0,1-1-0-0
sequence_40861,2,464,0-0-1,2-0-0-1
sequence_40839,0,538,1-0-0,0-1-0-0
sequence_40844,2,519,0-0-1,2-0-0-1
sequence_40815,2,498,0-0-1,2-0-0-1
sequence_40853,2,463,0-0-1,2-0-0-1
sequence_40810,0,549,1-0-0,0-1-0-0
sequence_40798,1,579,1-0-0,1-1-0-0
sequence_40795,1,562,1-0-0,1-1-0-0
sequence_40866,1,620,1-0-0,1-1-0-0
sequence_40859,0,543,1-0-0,0-1-0-0
sequence_40788,1,510,1-0-0,1-1-0-0
sequence_40848,2,461,0-0-1,2-0-0-1
sequence_40830,2,558,1-0-0,2-1-0-0
sequence_40818,0,522,1-0-0,0-1-0-0
sequence_40849,2,464,0-0-1,2-0-0-1
sequence_40820,0,543,1-0-0,0-1-0-0
sequence_40828,2,519,1-0-0,2-1-0-0
sequence_40850,2,462,0-0-1,2-0-0-1
sequence_40860,0,535,1-0-0,0-1-0-0
sequence_40852,2,474,0-0-1,2-0-0-1
sequence_40797,0,558,1-0-0,0-1-0-0
sequence_40812,2,464,0-0-1,2-0-0-1
sequence_40851,2,477,0-0-1,2-0-0-1
sequence_40804,2,561,1-0-0,2-1-0-0
sequence_40841,0,528,1-0-0,0-1-0-0
sequence_40856,2,498,0-0-1,2-0-0-1
sequence_40857,2,522,1-0-0,2-1-0-0
sequence_40858,2,495,0-0-1,2-0-0-1
sequence_40854,2,465,0-0-1,2-0-0-1
sequence_40838,0,531,1-0-0,0-1-0-0
sequence_40809,0,528,1-0-0,0-1-0-0
sequence_40825,1,532,1-0-0,1-1-0-0
sequence_40791,2,454,0-0-1,2-0-0-1
sequence_40793,2,456,0-0-1,2-0-0-1
sequence_40837,2,543,1-0-0,2-1-0-0
sequence_40824,2,523,1-0-0,2-1-0-0
sequence_40814,0,510,1-0-0,0-1-0-0
sequence_40800,1,558,1-0-0,1-1-0-0
sequence_40807,0,528,1-0-0,0-1-0-0
sequence_40826,2,539,1-0-0,2-1-0-0
sequence_40833,1,549,1-0-0,1-1-0-0
sequence_40789,1,510,1-0-0,1-1-0-0
sequence_40806,1,525,1-0-0,1-1-0-0
sequence_40842,0,522,1-0-0,0-1-0-0
sequence_40845,2,495,1-0-0,2-1-0-0
sequence_40863,0,566,1-0-0,0-1-0-0
sequence_40829,1,528,1-0-0,1-1-0-0
sequence_40799,1,597,1-0-0,1-1-0-0
sequence_40846,2,483,0-0-1,2-0-0-1
sequence_40811,0,534,1-0-0,0-1-0-0
sequence_40827,1,525,1-0-0,1-1-0-0
sequence_40805,1,564,1-0-0,1-1-0-0
sequence_40808,1,543,1-0-0,1-1-0-0
sequence_40787,0,510,1-0-0,0-1-0-0
sequence_40796,1,567,1-0-0,1-1-0-0
sequence_40802,0,560,1-0-0,0-1-0-0
sequence_40864,0,549,1-0-0,0-1-0-0
sequence_40862,0,546,1-0-0,0-1-0-0
sequence_40790,1,523,1-0-0,1-1-0-0
sequence_40817,0,528,1-0-0,0-1-0-0
sequence_40813,2,528,1-0-0,2-1-0-0
sequence_40819,0,532,1-0-0,0-1-0-0
sequence_40832,0,555,1-0-0,0-1-0-0
sequence_40801,0,561,1-0-0,0-1-0-0
sequence_40835,0,535,1-0-0,0-1-0-0
sequence_40792,0,517,1-0-0,0-1-0-0
sequence_40794,0,519,1-0-0,0-1-0-0
sequence_40843,2,495,0-0-1,2-0-0-1
sequence_40865,1,580,1-0-0,1-1-0-0
