id,label
sequence_40816,1
sequence_40823,2
sequence_40847,1
sequence_40831,1
sequence_40855,1
sequence_40803,2
sequence_40834,2
sequence_40821,2
sequence_40822,2
sequence_40836,1
sequence_40840,1
sequence_40867,2
sequence_40861,1
sequence_40839,1
sequence_40844,0
sequence_40815,1
sequence_40853,1
sequence_40810,0
sequence_40798,2
sequence_40795,2
sequence_40866,2
sequence_40859,2
sequence_40788,2
sequence_40848,1
sequence_40830,2
sequence_40818,1
sequence_40849,1
sequence_40820,2
sequence_40828,2
sequence_40850,1
sequence_40860,2
sequence_40852,1
sequence_40797,2
sequence_40812,1
sequence_40851,1
sequence_40804,1
sequence_40841,1
sequence_40856,1
sequence_40857,2
sequence_40858,1
sequence_40854,1
sequence_40838,2
sequence_40809,1
sequence_40825,2
sequence_40791,1
sequence_40793,1
sequence_40837,1
sequence_40824,2
sequence_40814,1
sequence_40800,1
sequence_40807,0
sequence_40826,1
sequence_40833,2
sequence_40789,2
sequence_40806,0
sequence_40842,2
sequence_40845,0
sequence_40863,2
sequence_40829,1
sequence_40799,2
sequence_40846,1
sequence_40811,2
sequence_40827,2
sequence_40805,1
sequence_40808,1
sequence_40787,2
sequence_40796,2
sequence_40802,0
sequence_40864,1
sequence_40862,1
sequence_40790,2
sequence_40817,2
sequence_40813,0
sequence_40819,1
sequence_40832,1
sequence_40801,2
sequence_40835,2
sequence_40792,2
sequence_40794,2
sequence_40843,1
sequence_40865,2
