id,label,target,labels,profile
sequence_19467,2,64.4,2,2-2
sequence_20036,2,52.9,2,2-2
sequence_19528,0,47.1,0,0-0
sequence_19389,0,44.0,0,0-0
sequence_19386,0,50.7,0,0-0
sequence_20057,0,51.9,0,0-0
sequence_19420,2,40.6,2,2-2
sequence_19380,0,48.1,0,0-0
sequence_19422,0,46.6,0,0-0
sequence_19347,1,58.9,1,1-1
sequence_19352,2,58.5,1,2-1
sequence_20040,0,47.2,2,0-2
sequence_53087,1,52.0,1,1-1
sequence_53066,0,39.2,0,0-0
sequence_19530,0,45.6,0,0-0
sequence_19365,1,53.0,1,1-1
sequence_20071,1,44.9,1,1-1
sequence_20054,2,49.0,2,2-2
sequence_19406,2,53.8,2,2-2
sequence_19374,1,50.7,1,1-1
sequence_19359,1,59.3,1,1-1
sequence_19519,0,50.3,0,0-0
sequence_19465,2,62.9,2,2-2
sequence_20065,1,46.5,2,1-2
sequence_20076,2,55.7,2,2-2
sequence_19444,1,50.7,1,1-1
sequence_19451,2,51.0,2,2-2
sequence_19362,2,61.0,2,2-2
sequence_19435,1,51.4,1,1-1
sequence_19496,2,48.3,2,2-2
sequence_20050,0,47.9,0,0-0
sequence_19501,1,57.2,1,1-1
sequence_19367,2,61.0,2,2-2
sequence_19392,1,50.5,1,1-1
sequence_53063,0,44.0,0,0-0
sequence_19492,1,58.5,1,1-1
sequence_19475,1,59.1,1,1-1
sequence_53080,2,50.4,2,2-2
sequence_53070,1,45.7,1,1-1
sequence_20064,1,47.3,1,1-1
sequence_19428,1,49.3,1,1-1
sequence_19480,1,62.8,1,1-1
sequence_19507,1,46.0,1,1-1
sequence_19354,2,60.0,2,2-2
sequence_53075,2,51.6,2,2-2
sequence_19446,0,39.5,0,0-0
sequence_20070,1,51.8,1,1-1
sequence_19373,1,53.1,1,1-1
sequence_19508,0,49.5,0,0-0
sequence_19484,0,52.0,0,0-0
sequence_19487,1,55.9,1,1-1
sequence_19520,2,58.7,2,2-2
sequence_19358,0,59.1,0,0-0
sequence_53059,2,47.1,2,2-2
sequence_19516,2,51.9,2,2-2
sequence_53064,0,48.4,0,0-0
sequence_19371,0,49.0,0,0-0
sequence_19439,2,49.5,1,2-1
sequence_20043,2,46.6,2,2-2
sequence_19515,0,50.4,0,0-0
sequence_20068,2,50.6,2,2-2
sequence_19452,1,44.2,1,1-1
sequence_19398,0,46.2,0,0-0
sequence_19456,1,48.0,1,1-1
sequence_19390,1,46.3,1,1-1
sequence_19436,1,46.4,1,1-1
sequence_19499,1,53.3,1,1-1
sequence_19412,2,55.3,2,2-2
sequence_20037,2,57.8,2,2-2
sequence_19416,2,49.4,2,2-2
sequence_19376,1,53.0,1,1-1
sequence_19357,2,58.5,2,2-2
sequence_20073,0,51.0,0,0-0
sequence_19391,1,46.8,1,1-1
sequence_19518,2,61.6,2,2-2
sequence_19434,1,48.0,1,1-1
sequence_53082,1,55.0,1,1-1
sequence_53081,1,53.0,1,1-1
sequence_19485,2,58.0,2,2-2
sequence_20072,2,48.7,2,2-2
sequence_20062,0,57.9,2,0-2
sequence_53058,2,51.2,1,2-1
sequence_53074,2,48.3,2,2-2
sequence_19461,2,61.2,2,2-2
sequence_20066,1,49.9,2,1-2
sequence_53073,2,53.8,2,2-2
sequence_19388,2,48.4,2,2-2
sequence_19411,2,58.0,2,2-2
sequence_19457,1,43.6,2,1-2
sequence_19512,2,54.4,2,2-2
sequence_19366,1,60.0,1,1-1
sequence_19471,2,60.0,2,2-2
sequence_19401,1,47.4,1,1-1
sequence_19355,0,58.8,0,0-0
sequence_19369,2,47.9,2,2-2
sequence_19481,2,63.1,2,2-2
sequence_19415,2,52.8,2,2-2
sequence_19419,1,53.3,1,1-1
sequence_19353,2,64.3,2,2-2
sequence_19510,0,47.8,0,0-0
sequence_20039,0,52.6,1,0-1
sequence_19476,2,62.2,2,2-2
sequence_53060,2,47.9,2,2-2
sequence_19474,2,64.4,2,2-2
sequence_19498,2,63.2,2,2-2
sequence_19455,1,44.5,1,1-1
sequence_20067,0,50.8,0,0-0
sequence_19378,1,52.4,2,1-2
sequence_19441,0,49.0,0,0-0
sequence_19348,0,46.7,0,0-0
sequence_19384,2,50.8,2,2-2
sequence_19418,0,47.2,0,0-0
sequence_53068,1,36.0,1,1-1
sequence_20049,1,43.9,1,1-1
sequence_19462,1,63.2,1,1-1
sequence_19454,2,43.1,2,2-2
