,id,target,labels
0,sequence_53082,55.0,25-0-6
1,sequence_19402,43.0,11-0-7
2,sequence_20054,49.0,23-0-3
3,sequence_20048,39.8,26-0-2
4,sequence_20036,52.9,14-0-3
5,sequence_19525,48.8,7-0-9
6,sequence_20061,45.0,12-0-3
7,sequence_19496,48.3,0-0-9
8,sequence_19477,61.5,9-0-0
9,sequence_19363,54.6,1-0-7
10,sequence_19500,51.2,18-0-7
11,sequence_19453,47.3,3-0-8
12,sequence_53075,51.6,8-0-4
13,sequence_19522,45.4,13-0-5
14,sequence_19523,50.8,13-0-9
15,sequence_53078,43.3,8-0-4
16,sequence_20069,53.4,5-0-2
17,sequence_53062,49.1,17-0-2
18,sequence_20060,52.6,14-0-3
19,sequence_53066,39.2,17-0-4
20,sequence_19417,47.9,21-0-5
21,sequence_19391,46.8,3-0-8
22,sequence_19447,51.0,19-0-0
23,sequence_53079,47.8,13-0-5
24,sequence_20042,49.4,27-0-2
25,sequence_19419,53.3,3-0-8
26,sequence_19425,56.9,24-0-1
27,sequence_19450,46.0,19-0-0
28,sequence_53085,51.2,10-0-6
29,sequence_19509,50.6,7-0-9
30,sequence_53059,47.1,8-0-4
31,sequence_19430,45.7,16-0-8
32,sequence_20052,42.9,14-0-3
33,sequence_19369,47.9,0-0-9
34,sequence_53064,48.4,17-0-4
35,sequence_20072,48.7,22-0-3
36,sequence_20038,49.1,5-0-3
37,sequence_20039,52.6,27-0-2
38,sequence_19506,49.3,4-0-5
39,sequence_20064,47.3,23-0-2
40,sequence_19530,45.6,21-0-5
41,sequence_19498,63.2,9-0-0
42,sequence_19504,50.6,7-0-9
43,sequence_19386,50.7,1-0-7
44,sequence_19519,50.3,18-0-7
45,sequence_19404,51.3,19-0-0
46,sequence_19446,39.5,21-0-5
47,sequence_20063,48.9,5-0-2
48,sequence_20043,46.6,22-0-3
49,sequence_19497,54.9,20-0-1
50,sequence_19490,52.9,13-0-5
51,sequence_19376,53.0,16-0-8
