id,label,target,labels,profile
sequence_40816,1,531,0-0-0,1-0-0-0
sequence_40823,1,546,0-0-0,1-0-0-0
sequence_40847,2,486,1-0-1,2-1-0-1
sequence_40831,2,525,0-0-0,2-0-0-0
sequence_40855,2,522,0-0-0,2-0-0-0
sequence_40803,1,549,0-0-0,1-0-0-0
sequence_40834,1,546,0-0-0,1-0-0-0
sequence_40821,1,549,0-0-0,1-0-0-0
sequence_40822,1,549,0-0-0,1-0-0-0
sequence_40836,2,543,0-0-0,2-0-0-0
sequence_40840,2,528,1-0-1,2-1-0-1
sequence_40867,1,622,0-0-0,1-0-0-0
sequence_40861,2,464,1-0-1,2-1-0-1
sequence_40839,2,538,0-0-0,2-0-0-0
sequence_40844,2,519,1-0-1,2-1-0-1
sequence_40815,2,498,1-0-1,2-1-0-1
sequence_40853,2,463,1-0-1,2-1-0-1
sequence_40810,0,549,0-0-0,0-0-0-0
sequence_40798,1,579,0-0-0,1-0-0-0
sequence_40795,1,562,0-0-0,1-0-0-0
sequence_40866,1,620,0-0-0,1-0-0-0
sequence_40859,1,543,0-0-0,1-0-0-0
sequence_40788,1,510,0-0-0,1-0-0-0
sequence_40848,2,461,1-0-1,2-1-0-1
sequence_40830,1,558,0-0-0,1-0-0-0
sequence_40818,1,522,0-0-0,1-0-0-0
sequence_40849,2,464,1-0-1,2-1-0-1
sequence_40820,1,543,0-0-0,1-0-0-0
sequence_40828,1,519,0-0-0,1-0-0-0
sequence_40850,2,462,1-0-1,2-1-0-1
sequence_40860,1,535,0-0-0,1-0-0-0
sequence_40852,2,474,1-0-1,2-1-0-1
sequence_40797,2,558,0-0-0,2-0-0-0
sequence_40812,2,464,1-0-1,2-1-0-1
sequence_40851,2,477,1-0-1,2-1-0-1
sequence_40804,1,561,0-0-0,1-0-0-0
sequence_40841,1,528,1-0-1,1-1-0-1
sequence_40856,2,498,1-0-1,2-1-0-1
sequence_40857,2,522,0-0-0,2-0-0-0
sequence_40858,2,495,1-0-1,2-1-0-1
sequence_40854,2,465,1-0-1,2-1-0-1
sequence_40838,1,531,0-0-0,1-0-0-0
sequence_40809,2,528,0-0-0,2-0-0-0
sequence_40825,1,532,0-0-0,1-0-0-0
sequence_40791,2,454,1-0-1,2-1-0-1
sequence_40793,2,456,1-0-1,2-1-0-1
sequence_40837,1,543,0-0-0,1-0-0-0
sequence_40824,1,523,0-0-0,1-0-0-0
sequence_40814,2,510,0-0-0,2-0-0-0
sequence_40800,0,558,0-0-0,0-0-0-0
sequence_40807,0,528,0-0-0,0-0-0-0
sequence_40826,2,539,0-0-0,2-0-0-0
sequence_40833,1,549,0-0-0,1-0-0-0
sequence_40789,1,510,0-0-0,1-0-0-0
sequence_40806,1,525,0-0-0,1-0-0-0
sequence_40842,2,522,0-0-0,2-0-0-0
sequence_40845,2,495,0-0-0,2-0-0-0
sequence_40863,1,566,0-0-0,1-0-0-0
sequence_40829,1,528,0-0-0,1-0-0-0
sequence_40799,1,597,0-0-0,1-0-0-0
sequence_40846,2,483,1-0-1,2-1-0-1
sequence_40811,1,534,0-0-0,1-0-0-0
sequence_40827,1,525,0-0-0,1-0-0-0
sequence_40805,0,564,0-0-0,0-0-0-0
sequence_40808,2,543,0-0-0,2-0-0-0
sequence_40787,1,510,0-0-0,1-0-0-0
sequence_40796,1,567,0-0-0,1-0-0-0
sequence_40802,0,560,1-0-0,0-1-0-0
sequence_40864,1,549,0-0-0,1-0-0-0
sequence_40862,2,546,1-0-1,2-1-0-1
sequence_40790,1,523,0-0-0,1-0-0-0
sequence_40817,1,528,0-0-0,1-0-0-0
sequence_40813,0,528,0-0-0,0-0-0-0
sequence_40819,1,532,0-0-0,1-0-0-0
sequence_40832,2,555,0-0-0,2-0-0-0
sequence_40801,1,561,0-0-0,1-0-0-0
sequence_40835,1,535,0-0-0,1-0-0-0
sequence_40792,1,517,0-0-0,1-0-0-0
sequence_40794,1,519,0-0-0,1-0-0-0
sequence_40843,2,495,1-0-1,2-1-0-1
sequence_40865,1,580,0-0-0,1-0-0-0
