id,label,target,labels,profile
sequence_47692,1,87.5,1-0-0,1-1-0-0
sequence_47704,3,98.0,1-0-0,3-1-0-0
sequence_47719,0,66.0,6-6-6,0-6-6-6
sequence_47663,0,36.0,2-2-2,0-2-2-2
sequence_47713,3,51.0,6-6-6,3-6-6-6
sequence_47761,1,120.0,6-0-0,1-6-0-0
sequence_47694,0,51.0,0-5-5,0-0-5-5
sequence_47764,1,118.0,6-0-0,1-6-0-0
sequence_47673,2,65.5,4-1-1,2-4-1-1
sequence_47795,1,7.0,0-5-5,1-0-5-5
sequence_47723,2,69.0,6-6-6,2-6-6-6
sequence_47791,1,4.0,4-1-1,1-4-1-1
sequence_47703,3,95.0,1-0-0,3-1-0-0
sequence_47677,3,103.0,1-0-0,3-1-0-0
sequence_47780,3,23.0,1-0-0,3-1-0-0
sequence_47773,1,19.0,7-7-7,1-7-7-7
sequence_47730,3,35.0,2-2-2,3-2-2-2
sequence_47688,3,90.0,2-2-2,3-2-2-2
sequence_47721,2,40.0,7-7-7,2-7-7-7
sequence_47711,1,57.0,6-6-6,1-6-6-6
sequence_47685,0,24.0,0-5-5,0-0-5-5
sequence_47722,2,75.0,6-6-6,2-6-6-6
sequence_47771,2,18.0,4-1-1,2-4-1-1
sequence_47729,3,34.0,0-5-5,3-0-5-5
sequence_47667,2,86.0,2-3-3,2-2-3-3
sequence_47796,3,20.0,2-2-2,3-2-2-2
sequence_47762,2,127.0,1-0-0,2-1-0-0
sequence_47672,3,76.0,4-1-1,3-4-1-1
sequence_47782,1,17.0,4-1-1,1-4-1-1
sequence_47812,2,121.0,1-0-0,2-1-0-0
sequence_47715,3,101.0,6-6-6,3-6-6-6
sequence_47772,0,12.0,0-5-5,0-0-5-5
sequence_47801,0,4.0,0-5-5,0-0-5-5
sequence_47763,1,122.0,6-0-0,1-6-0-0
sequence_47732,3,30.0,5-3-3,3-5-3-3
sequence_47689,3,52.0,2-2-2,3-2-2-2
sequence_47686,1,22.0,7-7-7,1-7-7-7
sequence_47809,0,10.0,3-4-4,0-3-4-4
sequence_47671,0,36.0,2-2-2,0-2-2-2
sequence_47797,2,27.0,5-3-3,2-5-3-3
sequence_47803,1,12.0,7-7-7,1-7-7-7
sequence_47787,2,5.0,0-5-5,2-0-5-5
sequence_47662,1,28.0,5-3-3,1-5-3-3
sequence_47712,2,49.0,6-6-6,2-6-6-6
sequence_47811,1,24.0,5-3-3,1-5-3-3
sequence_47802,0,4.0,0-5-5,0-0-5-5
sequence_47804,3,23.0,1-0-0,3-1-0-0
sequence_47697,1,55.5,7-7-7,1-7-7-7
sequence_47768,0,17.0,4-1-1,0-4-1-1
sequence_47661,0,52.0,2-2-2,0-2-2-2
sequence_47676,3,56.0,1-0-0,3-1-0-0
sequence_47668,0,48.0,2-2-2,0-2-2-2
sequence_47681,3,44.0,4-1-1,3-4-1-1
sequence_47696,0,47.0,0-5-5,0-0-5-5
sequence_47760,0,26.0,3-4-4,0-3-4-4
sequence_47799,3,24.0,1-0-0,3-1-0-0
sequence_47699,3,62.0,1-0-0,3-1-0-0
sequence_47744,0,69.0,4-1-1,0-4-1-1
sequence_47714,3,51.0,6-6-6,3-6-6-6
sequence_47728,0,12.0,0-5-5,0-0-5-5
sequence_47680,0,73.0,4-1-1,0-4-1-1
sequence_47781,0,12.0,4-1-1,0-4-1-1
sequence_47716,3,84.0,6-6-6,3-6-6-6
sequence_47665,0,50.0,2-2-2,0-2-2-2
sequence_47709,3,119.0,1-0-0,3-1-0-0
sequence_47741,1,102.0,4-1-1,1-4-1-1
sequence_47765,1,118.0,6-0-0,1-6-0-0
sequence_47695,0,52.0,0-5-5,0-0-5-5
sequence_47738,2,55.0,4-1-1,2-4-1-1
sequence_47784,0,21.0,2-2-2,0-2-2-2
sequence_47682,2,53.0,1-0-0,2-1-0-0
sequence_47736,0,19.0,3-4-4,0-3-4-4
sequence_47742,0,108.0,1-0-0,0-1-0-0
sequence_47790,0,9.0,7-7-7,0-7-7-7
sequence_47669,0,32.0,2-2-2,0-2-2-2
sequence_47746,2,94.0,2-2-2,2-2-2-2
sequence_47745,1,83.0,2-2-2,1-2-2-2
sequence_47798,2,23.0,2-3-3,2-2-3-3
sequence_47806,2,73.0,1-0-0,2-1-0-0
sequence_47759,2,36.0,7-7-7,2-7-7-7
sequence_47670,0,97.0,2-2-2,0-2-2-2
sequence_47794,1,18.0,4-1-1,1-4-1-1
sequence_47675,0,57.0,4-1-1,0-4-1-1
sequence_47800,3,20.0,1-0-0,3-1-0-0
sequence_47788,0,5.0,0-5-5,0-0-5-5
sequence_47766,1,4.19,0-5-5,1-0-5-5
sequence_47757,3,36.0,2-2-2,3-2-2-2
sequence_47733,0,25.0,2-2-2,0-2-2-2
sequence_47750,0,25.0,0-5-5,0-0-5-5
sequence_47678,1,37.0,7-7-7,1-7-7-7
sequence_47720,2,80.0,7-3-3,2-7-3-3
sequence_47706,1,77.0,4-1-1,1-4-1-1
sequence_47664,0,32.0,2-2-2,0-2-2-2
sequence_47684,0,23.0,0-5-5,0-0-5-5
sequence_47805,3,22.0,4-1-1,3-4-1-1
sequence_47789,1,10.0,7-7-7,1-7-7-7
sequence_47737,0,27.0,3-4-4,0-3-4-4
sequence_47810,0,5.57,3-4-4,0-3-4-4
sequence_47701,0,63.0,4-1-1,0-4-1-1
sequence_47785,3,25.0,1-0-0,3-1-0-0
sequence_47774,3,21.0,1-0-0,3-1-0-0
sequence_47776,0,9.0,0-5-5,0-0-5-5
sequence_47754,3,70.0,4-2-2,3-4-2-2
sequence_47718,3,81.0,6-6-6,3-6-6-6
sequence_47739,3,35.0,1-0-0,3-1-0-0
sequence_47690,0,63.0,5-3-3,0-5-3-3
sequence_47726,2,120.0,5-3-3,2-5-3-3
sequence_47786,3,18.0,4-1-1,3-4-1-1
sequence_47767,1,105.0,6-0-0,1-6-0-0
sequence_47793,3,16.0,4-1-1,3-4-1-1
sequence_47725,2,57.0,6-6-6,2-6-6-6
sequence_47756,2,37.0,5-3-3,2-5-3-3
sequence_47683,2,75.0,1-0-0,2-1-0-0
sequence_47753,2,74.0,2-2-2,2-2-2-2
sequence_47808,0,4.0,3-4-4,0-3-4-4
sequence_47666,0,69.0,2-2-2,0-2-2-2
sequence_47775,1,23.0,5-3-3,1-5-3-3
sequence_47749,1,81.0,4-1-1,1-4-1-1
sequence_47740,0,158.0,1-0-0,0-1-0-0
sequence_47743,1,63.0,4-1-1,1-4-1-1
sequence_47807,3,42.0,1-0-0,3-1-0-0
sequence_47708,1,111.0,1-0-0,1-1-0-0
sequence_47751,0,34.0,0-5-5,0-0-5-5
sequence_47778,1,26.0,1-0-0,1-1-0-0
sequence_47724,1,48.0,6-6-6,1-6-6-6
sequence_47707,2,79.0,1-0-0,2-1-0-0
sequence_47710,0,43.0,0-5-5,0-0-5-5
sequence_47769,2,25.0,1-0-0,2-1-0-0
sequence_47792,3,12.0,0-5-5,3-0-5-5
sequence_47779,1,11.0,4-1-1,1-4-1-1
sequence_47705,0,71.0,4-1-1,0-4-1-1
sequence_47727,2,45.0,5-3-3,2-5-3-3
sequence_47679,1,44.0,4-1-1,1-4-1-1
sequence_47777,0,11.0,4-1-1,0-4-1-1
sequence_47752,3,67.0,4-1-1,3-4-1-1
sequence_47693,3,64.0,1-0-0,3-1-0-0
sequence_47717,3,66.0,6-6-6,3-6-6-6
sequence_47702,3,69.0,4-1-1,3-4-1-1
sequence_47770,1,25.0,1-0-0,1-1-0-0
sequence_47731,3,32.0,2-2-2,3-2-2-2
sequence_47735,2,55.0,6-6-6,2-6-6-6
sequence_47691,3,40.0,4-1-1,3-4-1-1
sequence_47674,3,38.0,4-1-1,3-4-1-1
sequence_47783,1,24.5,5-3-3,1-5-3-3
sequence_47700,0,65.0,4-1-1,0-4-1-1
sequence_47748,3,79.0,2-2-2,3-2-2-2
sequence_47698,3,56.0,4-1-1,3-4-1-1
sequence_47747,1,72.0,4-1-1,1-4-1-1
sequence_47734,3,110.0,5-3-3,3-5-3-3
sequence_47755,3,100.0,4-1-1,3-4-1-1
sequence_47758,3,22.0,2-2-2,3-2-2-2
sequence_47687,0,92.0,1-0-0,0-1-0-0
