id,label,target,labels,profile
sequence_47781,1,12.0,0,1-0
sequence_47733,1,25.0,0,1-0
sequence_47738,1,55.0,0,1-0
sequence_47799,1,24.0,1,1-1
sequence_47734,1,110.0,0,1-0
sequence_47792,1,12.0,0,1-0
sequence_47800,1,20.0,1,1-1
sequence_47671,0,36.0,0,0-0
sequence_47672,0,76.0,0,0-0
sequence_47784,1,21.0,0,1-0
sequence_47794,1,18.0,1,1-1
sequence_47778,1,26.0,1,1-1
sequence_47752,1,67.0,0,1-0
sequence_47773,1,19.0,1,1-1
sequence_47782,1,17.0,0,1-0
sequence_47757,1,36.0,0,1-0
sequence_47722,0,75.0,1,0-1
sequence_47670,0,97.0,0,0-0
sequence_47663,0,36.0,0,0-0
sequence_47688,0,90.0,1,0-1
sequence_47725,0,57.0,1,0-1
sequence_47793,1,16.0,0,1-0
sequence_47732,1,30.0,0,1-0
sequence_47807,1,42.0,1,1-1
sequence_47748,1,79.0,0,1-0
sequence_47786,1,18.0,0,1-0
sequence_47771,1,18.0,0,1-0
sequence_47667,0,86.0,1,0-1
sequence_47811,1,24.0,0,1-0
sequence_47704,0,98.0,1,0-1
sequence_47730,1,35.0,0,1-0
sequence_47735,1,55.0,1,1-1
sequence_47761,0,120.0,1,0-1
sequence_47695,0,52.0,0,0-0
sequence_47710,0,43.0,0,0-0
sequence_47687,0,92.0,1,0-1
sequence_47751,1,34.0,0,1-0
sequence_47718,0,81.0,1,0-1
sequence_47715,0,101.0,1,0-1
sequence_47675,0,57.0,0,0-0
sequence_47693,0,64.0,1,0-1
sequence_47712,1,49.0,1,1-1
sequence_47795,1,7.0,0,1-0
sequence_47808,1,4.0,0,1-0
sequence_47731,1,32.0,0,1-0
sequence_47696,0,47.0,0,0-0
sequence_47747,1,72.0,0,1-0
sequence_47701,0,63.0,0,0-0
sequence_47740,1,158.0,0,1-0
sequence_47684,0,23.0,0,0-0
sequence_47698,0,56.0,0,0-0
sequence_47726,1,120.0,0,1-0
sequence_47739,1,35.0,1,1-1
sequence_47691,0,40.0,0,0-0
sequence_47744,1,69.0,0,1-0
sequence_47692,0,87.5,1,0-1
sequence_47767,0,105.0,1,0-1
sequence_47788,1,5.0,0,1-0
sequence_47685,0,24.0,0,0-0
sequence_47664,0,32.0,0,0-0
sequence_47806,1,73.0,1,1-1
sequence_47719,0,66.0,1,0-1
sequence_47755,1,100.0,0,1-0
sequence_47721,0,40.0,1,0-1
sequence_47720,0,80.0,1,0-1
sequence_47766,0,4.19,0,0-0
sequence_47758,1,22.0,0,1-0
sequence_47759,1,36.0,1,1-1
sequence_47803,1,12.0,1,1-1
sequence_47674,0,38.0,0,0-0
sequence_47746,1,94.0,0,1-0
sequence_47780,1,23.0,1,1-1
sequence_47676,0,56.0,1,0-1
sequence_47673,0,65.5,0,0-0
sequence_47703,0,95.0,1,0-1
sequence_47668,0,48.0,0,0-0
sequence_47694,0,51.0,0,0-0
sequence_47705,0,71.0,0,0-0
sequence_47754,1,70.0,0,1-0
sequence_47762,0,127.0,1,0-1
sequence_47769,1,25.0,1,1-1
sequence_47779,1,11.0,0,1-0
sequence_47764,1,118.0,1,1-1
sequence_47810,1,5.57,0,1-0
sequence_47749,1,81.0,0,1-0
sequence_47750,1,25.0,0,1-0
sequence_47753,1,74.0,0,1-0
sequence_47743,1,63.0,0,1-0
sequence_47797,1,27.0,0,1-0
sequence_47804,1,23.0,1,1-1
sequence_47699,0,62.0,1,0-1
sequence_47669,0,32.0,0,0-0
sequence_47678,0,37.0,1,0-1
sequence_47714,1,51.0,1,1-1
sequence_47700,0,65.0,0,0-0
sequence_47677,0,103.0,1,0-1
sequence_47742,1,108.0,1,1-1
sequence_47711,1,57.0,1,1-1
sequence_47680,0,73.0,0,0-0
sequence_47774,1,21.0,1,1-1
sequence_47702,0,69.0,0,0-0
sequence_47772,1,12.0,0,1-0
sequence_47741,1,102.0,0,1-0
sequence_47770,1,25.0,1,1-1
sequence_47697,0,55.5,1,0-1
sequence_47775,1,23.0,0,1-0
sequence_47790,1,9.0,1,1-1
sequence_47708,0,111.0,1,0-1
sequence_47791,1,4.0,0,1-0
sequence_47736,1,19.0,0,1-0
sequence_47689,0,52.0,0,0-0
sequence_47662,0,28.0,0,0-0
sequence_47785,1,25.0,1,1-1
sequence_47768,1,17.0,0,1-0
sequence_47661,0,52.0,0,0-0
sequence_47798,1,23.0,1,1-1
sequence_47760,1,26.0,0,1-0
sequence_47756,1,37.0,0,1-0
sequence_47716,0,84.0,1,0-1
sequence_47745,1,83.0,0,1-0
sequence_47729,1,34.0,0,1-0
sequence_47682,0,53.0,1,0-1
sequence_47665,0,50.0,0,0-0
sequence_47723,0,69.0,1,0-1
sequence_47777,1,11.0,0,1-0
sequence_47690,0,63.0,1,0-1
sequence_47783,1,24.5,0,1-0
sequence_47706,0,77.0,0,0-0
sequence_47666,0,69.0,0,0-0
sequence_47802,1,4.0,0,1-0
sequence_47763,1,122.0,1,1-1
sequence_47796,1,20.0,0,1-0
sequence_47707,0,79.0,1,0-1
sequence_47713,1,51.0,0,1-0
sequence_47737,1,27.0,0,1-0
sequence_47686,0,22.0,1,0-1
sequence_47809,1,10.0,0,1-0
sequence_47717,0,66.0,1,0-1
sequence_47727,1,45.0,0,1-0
sequence_47724,0,48.0,1,0-1
sequence_47787,1,5.0,0,1-0
sequence_47679,0,44.0,0,0-0
sequence_47709,0,119.0,1,0-1
sequence_47683,0,75.0,1,0-1
sequence_47805,1,22.0,0,1-0
sequence_47681,0,44.0,0,0-0
sequence_47801,1,4.0,0,1-0
sequence_47789,1,10.0,1,1-1
sequence_47812,1,121.0,1,1-1
sequence_47776,1,9.0,0,1-0
sequence_47765,0,118.0,1,0-1
sequence_47728,1,12.0,0,1-0
