,id,target,labels
0,sequence_40826,539,7-5-5
1,sequence_40787,510,7-5-5
2,sequence_40789,510,24-9-9
3,sequence_40794,519,24-9-9
4,sequence_40806,525,1-11-11
5,sequence_40807,528,15-18-18
6,sequence_40809,528,1-11-11
7,sequence_40811,534,21-19-19
8,sequence_40813,528,7-5-5
9,sequence_40814,510,10-7-7
10,sequence_40845,495,10-7-7
11,sequence_40855,522,7-5-5
12,sequence_40857,522,7-5-5
13,sequence_40840,528,7-5-5
14,sequence_40841,528,7-5-5
15,sequence_40842,522,4-1-1
16,sequence_40844,519,4-1-1
17,sequence_40838,531,7-5-5
18,sequence_40816,531,19-14-14
19,sequence_40817,528,7-5-5
20,sequence_40818,522,19-14-14
21,sequence_40827,525,18-4-4
22,sequence_40828,519,18-4-4
23,sequence_40829,528,22-21-21
24,sequence_40831,525,22-21-21
25,sequence_40856,498,9-1-1
26,sequence_40815,498,2-2-2
27,sequence_40851,477,8-8-8
28,sequence_40847,486,2-2-2
29,sequence_40858,495,9-1-1
30,sequence_40852,474,2-2-2
31,sequence_40843,495,9-1-1
32,sequence_40846,483,8-8-8
33,sequence_40791,454,13-24-24
34,sequence_40793,456,13-24-24
35,sequence_40861,464,2-2-2
36,sequence_40812,464,11-15-15
37,sequence_40854,465,2-2-2
38,sequence_40853,463,12-16-16
39,sequence_40848,461,2-2-2
40,sequence_40849,464,2-2-2
41,sequence_40850,462,2-13-27
42,sequence_40792,517,6-20-20
43,sequence_40790,523,6-20-20
44,sequence_40860,535,20-6-6
45,sequence_40839,538,7-5-5
46,sequence_40835,535,16-27-28
47,sequence_40819,532,7-5-5
48,sequence_40824,523,7-5-5
49,sequence_40825,532,7-28-13
50,sequence_40797,558,3-12-12
51,sequence_40800,558,3-12-12
52,sequence_40803,549,17-3-3
53,sequence_40804,561,3-12-12
54,sequence_40805,564,3-12-12
55,sequence_40864,549,17-3-3
56,sequence_40808,543,15-18-18
57,sequence_40810,549,7-5-5
58,sequence_40862,546,20-6-6
59,sequence_40859,543,14-17-17
60,sequence_40836,543,7-5-5
61,sequence_40837,543,7-5-5
62,sequence_40820,543,5-10-10
63,sequence_40821,549,5-10-10
64,sequence_40822,549,7-5-5
65,sequence_40823,546,7-5-5
66,sequence_40834,546,26-23-23
67,sequence_40832,555,7-5-5
68,sequence_40833,549,27-25-25
69,sequence_40830,558,18-4-4
70,sequence_40798,579,0-0-0
71,sequence_40865,580,18-4-4
72,sequence_40863,566,5-26-26
73,sequence_40801,561,0-0-0
74,sequence_40802,560,20-6-6
75,sequence_40796,567,23-22-22
76,sequence_40795,562,5-10-10
77,sequence_40866,620,0-0-0
78,sequence_40799,597,0-0-0
79,sequence_40788,510,25-0-0
80,sequence_40867,622,0-0-0
